,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
,Tulare Lake,San Joaquin River,Central Coast,Sacramento River,Colorado River,South Coast,North Coast,North Lahontan,San Francisco Bay,South Lahontan,Central Coast,Tulare Lake,South Lahontan,Colorado River,South Coast,San Joaquin River,North Lahontan,Sacramento River,San Francisco Bay,North Coast,San Joaquin River,South Coast,Tulare Lake,Central Coast,San Francisco Bay,Sacramento River,North Coast,South Lahontan,Colorado River,North Lahontan,Sacramento River,North Lahontan,South Lahontan,San Francisco Bay,North Coast,San Joaquin River,Tulare Lake,Colorado River,South Coast,Central Coast,San Francisco Bay,San Joaquin River,Sacramento River,Tulare Lake,North Lahontan,South Coast,South Lahontan,North Coast,Colorado River,Central Coast
D13,67840.64426242,110370.20612333,5542.11377728,205880.24073867,,162.96989828,125.69704681,,582.71142997,,5271.40372,70029.99007,,,138.82315,116395.32859144,,222431.17554,641.1284,131.88917,121141.63677989,131.33127438,70577.32742561,4754.78615845,718.13980455,239826.63061643,247.57504614,,,,247714.61866774,,,712.71772782,214.32590574,123658.27106018,68419.28383291,,131.33183528,4489.5411658,622.73912054,122699.49140854,248807.11869563,67743.91108587,,91.33700689,,192.67798868,,3995.91345373
D14,279995.37521935,73289.41618912,901.27939468,7707.56128107,70.48670966,17.97464414,,,118.06724989,3137.65515041,960.55223,335223.95673,3177.96117,39.07382,23.51867,83131.53037,,11038.91528,118.26185,,91491.75622923,21.87993136,388709.4095478,1275.19194113,118.26135593,12948.92202083,,3570.33269752,39.07368211,,15103.95756317,,3563.58524963,118.26188074,,97328.85602828,400644.64148738,41.37104643,5.76052676,1773.90489561,118.25071127000001,100514.52164574,17457.85321047,429564.43923975,,0.73058311,3526.76125034,,85.22107606,2037.3436634500001
D15,18269.87429191,4069.62876691,47.28780708,154.43952036000002,,19.84043366,,,,,109.51846,17648.2601,,,24.57801,3686.46705,,96.6293,,,3603.62566896,19.03028204,17453.1325488,98.43485734,,107.3650449,,,,,125.9363075,,,,,3556.45641981,17243.63799796,5.1002365,19.03035664,104.96847329,,3584.04508512,133.54761428,17785.83988016,,20.01918577,,,5.1002374800000005,78.28800037
D16,25716.4597792,7174.72811889,283.97928916,45646.04003065,,27.575003119999998,,,170.74473145,44.269284049999996,374.85222,24692.90242,44.914049999999996,,23.94521,6388.18649,,43182.43729,439.00571,,5806.28265435,21.861984200000002,23179.92726432,383.81647541,383.09046887,24953.52514932,2.4951906,44.91377989,,,,,,,,,,,,,,,,,,,,,,
D3,13873.70060449,23478.18929646,1153.46554206,1474.15724669,,3.1597124599999997,,,384.21354967,19.99488925,1225.6568,12174.13431,19.99488,,3.1597,23624.81992,,1305.4230499999999,361.60399,,24178.2078623,3.15969793,11664.89653822,1183.55703585,358.95142886,1283.47189599,,19.99480677,,,1395.65428923,,27.87854415,368.11958997,,24421.172512099998,11294.81207038,,3.15971073,1220.70749635,362.27398274,25656.69284229,1257.90198966,11225.2020042,,3.1597124599999997,25.55925971,,,1247.16406
D5,50613.30386647,10577.44431138,1.56941981,12537.17620932,,15.29668074,4.57077903,,31.14094608,255.88545169,1.48965,48303.32246,190.8534,,17.18813,10142.87241,,11653.06958,32.91672,4.57078,8711.27639931,17.18805843,48187.84611638,1.48964322,31.70382227,11248.081126,4.57084258,173.72042301,4.53552692,,10431.35501156,,191.83285471,19.36241086,4.57077745,7635.47414327,44912.80177809,554.96961059,17.1881307,1.48964854,13.08242693,7102.47128764,9619.10388703,46328.17489732,,17.1881322,105.31669836,4.57077903,542.3511866,9.48898599
D6,1044.28609738,318.15622227,,7835.35596183,,,1296.94226553,,1.15473607,,,853.37293,,,,279.3458,,7567.71044,17.01681,1183.22383,192.91914492,,,,,7199.03026583,1137.17357959,,,,6980.6092118,,,0.15697018,1136.01689204,224.02580442,14.42861549,,,,,224.46437646,6704.66970005,522.81302942,,,,1100.3614954,,2.10125093
F1,149528.97752766,65285.81334624,,3108.02401036,5407.47674783,,,,,,,174506.75068,,9771.29284,,66986.51467,,3447.77405,,,49772.72932208,,121078.25344586,,,1828.08038779,,,7311.95655665,,1391.96131446,,,,,37262.67850365,64946.30137783,9328.63461875,,,,48486.78292131,1200.5642625599999,80660.66877102,,,,,8128.43159616,
F10,10055.73445357,23547.32210477,1281.85836325,14005.40784099,,,,,246.48822755999998,,733.1966,11128.24767,,,,13932.20721,,15723.98228,176.66949,,11484.97393375,1153.44227847,4005.45163461,1568.80103007,95.04856184,12030.40340665,33.31078567,,127.42333875,,6343.0037802,,,23.97549764,,7461.59877275,3897.91692826,49.75622563,992.06030541,1188.95991662,24.88501268,3528.45410364,4610.59853051,1439.15323117,,354.20820742,,,13.6246087,975.18509899
F11,22.63502806,,,101.50520857000001,13238.73912467,549.35468683,165.29023989,,23.71654413,,0.46176,701.22332,193.33895,26068.59369,47.47734,1109.81253,,406.17822,23.616660000000003,2882.65215,1519.3954835299999,814.49564508,1825.05546951,169.75567638,7.69875312,2189.59159051,2494.93146115,,21060.6362151,85.73336229,919.53243799,,105.62501616,,1796.81901653,1141.22231419,547.06147496,354.24378912,32.88357252,162.91221495,,439.0034905,785.28066076,207.51707031,,4.22178048,,1379.3993378,438.76208683000004,119.60148458
F12,20.625868330000003,114.31847669999999,,48043.87288874,205.27922498000004,,,,31.2757951,,131.91728,,,1822.9837,,544.99094,,57938.92114,58.390879999999996,,316.27282796,,,184.46812911,24.92936485,43805.83865602,,,1062.63000945,,46983.46812355,,,,,695.48496594,,,,71.44006546,,,35115.04495456,,,,,,12.90376317,302.23208928
F16,255000.00584115,253138.41580032,503.2284666,59234.55709148,20692.08931642,1591.5882443,162.27243134999998,,113.38491181999999,653.16086569,328.99726,254803.34774,792.19152,30117.7498,1555.39854,254133.77055,16.46837,61465.59143,64.93751,1197.59594,250767.82816221,1912.08251145,256143.34994495,841.92431308,140.05546821,60090.50352348,982.0673525,862.73664035,55999.1564678,5.67933692,51463.74539862,12.01063527,744.62793867,310.17857729,1946.97182547,240922.76818131,238691.43749767,56215.68968472,2617.83569391,1283.13476446,348.12562874,233124.71283442,44375.15218734,239456.32768768,804.52754908,2389.77776555,372.83555895,1865.68728827,63098.96012187,1324.3558466
F2,34025.5710125,7967.91699322,852.9675738999999,20113.76025665,,,,,382.52917801,,1293.34564,36494.42142,,,,3247.08374,,18332.95605,78.31858,,4096.16247614,346.51759381,13447.87736024,1738.5914344,184.02190861,17612.28699455,,,32.80834473,,8159.19062856,,,41.82572486,,2370.52459491,30157.63588386,,,96.90453923,262.38844644,3132.8463850900002,15623.6319747,32107.73758493,,,,65.34052274,156.80420094,103.72152655
G,11220.29191446,14851.44182765,,,,,23.92394182,,,,46.86407,,,,,215.54921,,518.29631,262.01205999999996,206.14279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2,151639.91280844,57720.03368965,289.22171737,64106.94164924,28355.90655335,1601.83101893,23027.71633461,1450.37274172,554.40531693,605.68712612,230.93742,92513.0122,2276.10839,3378.24403,2151.09346,55065.23719,1182.5154,59499.03976,2188.06965,31011.87588,40152.31476678,3432.99243401,74494.4690366,1.54625927,1145.4345897800001,36530.54023614,,108.92620253,13742.40627774,,44118.15999683,,,667.59440352,,42584.28283045,35442.91543003,11306.42391462,884.49804108,,4360.78418728,47054.17332313,64878.4326211,80678.31868811,126.79392221,5476.43590249,439.60955814,5757.83279126,36786.97563734,959.25429189
G6,60421.95850656,47144.54845846,54809.7078102,71015.8439505,4264.02461906,6629.42128532,29220.05786975,5745.69319859,21023.98519429,973.9005577400001,62293.93489,53606.27771,3247.21955,20634.06163,9714.65398,67858.38887,9614.31685,116599.78487,29369.622,22086.61429,66497.47927105,15548.31259148,72730.62410757,54334.43061617,25551.35425614,122762.18270172,59615.8883314,7212.39619869,9337.65821133,15806.57690244,99080.69344245,8857.90534744,3567.73766332,23196.96602564,51035.03118083,62290.07637989,76828.95977300999,12961.05829357,14736.01488341,44946.00625303,25486.57077164,53617.72656112,97851.30155183,47882.62804922,14630.05785753,6155.29462654,3367.16379544,45189.13206482,3513.23304707,45939.97404832
P1,165919.53396717,163290.77222492,3998.06891307,137002.68141565,191779.443231,4571.95146464,64768.01689628,33548.18857568,512.29663439,27376.13492737,2458.0305,125101.20438,21274.33978,165889.70604,3556.17822,123551.01485,32216.03353,100770.212,75.18713,68007.17582,128431.35504761,3685.83041371,123941.93713831,2356.18778269,346.93814046,101510.12429451,60752.82698732,18885.39322308,187466.16194156,32831.11926024,93833.83619902,31440.99022275,16131.84372829,345.23787538,59703.39589085,126459.86528659,117142.44181589,194831.06849492,2968.70677665,2177.61948763,338.49664872,105301.83353911,82906.32483227,93028.94422124,29262.67015708,3330.11370775,15899.52234371,56453.22742605,167407.01913436,2193.89563396
P3,19224.85410053,95752.7840762,14439.8190745,210239.29789858,1112.01189605,2067.34482193,135867.49656348,74149.07667646,5841.47253223,10608.10659868,22617.77327,18562.80197,13173.14899,1203.1021700000001,2402.88153,97555.32629,60191.47953,169707.65551363,5519.62646,78317.53669487,84916.08364769,2742.27277495,17155.66371609,17039.40301406,7085.49042377,164555.17971293,77282.14221527,16863.39709905,1201.79831616,59760.97515745,164267.22634137,63168.33899773,17616.53463069,7338.00974124,76863.00752589,85073.05863034,17223.98893742,1220.22453497,3124.22227478,14681.01033546,9174.55790552,85890.77535281,186834.38843509,16658.69403893,77635.45744337,2019.8243507,19594.93253412,91755.49803565,1162.91796861,13146.7740623
P6,5033.75791328,12758.54304541,3946.86496269,17512.54694553,74041.20435129,4187.79350463,16697.88250952,5838.05313823,6945.16239482,4575.63800444,2453.59468,6094.95253,2085.77423,77652.48289,4716.94471,15722.61342,7116.27017,24804.6209,3952.45396,22256.99302035,12356.36594859,3885.06504222,2824.23335421,1213.02256722,1732.88619554,39118.63267175,21442.50001453,2772.97990155,103975.47477842,7297.71406871,41991.41511726,12410.9574037,2349.79149671,862.74071304,21212.93139907,10818.43899061,1523.26895454,98420.23897402,1341.22590126,1386.99540525,1067.37458779,12151.29756569,39419.65314791,4546.56596896,13778.02850703,1647.0737996,2345.72421543,17183.97795918,96779.27237948,997.99788523
T10,43582.71624802,5147.78391715,2847.30308446,2466.83787734,15124.98276431,116.31449186,2382.50982526,,,595.53155244,4888.99704,39756.91555,71.95053999999999,18620.32377,52.56228,6586.18931,,539.5807,20.8974,1939.67867,5674.01754173,56.59460927,39503.27286301,3137.9161339,14.547434200000001,974.95444793,2600.64491842,768.99225898,14422.00298354,,1876.07109702,,321.42312898,,1376.33089108,6573.3586303,33537.55848723,17170.21522473,64.42865382,3121.80612503,,7244.3845186300005,1870.35398882,28352.77961074,324.80251117,,1216.42928938,1441.76640614,19417.52395818,4640.46085701
T15,106294.72692275001,87357.89168235,258.2879029,72897.33022625,166.16908875000001,821.9747693099999,8.42158461,,,,2079.57298,97337.35451,,147.44003,631.15821,76558.41331,,68355.53739,83.93889,,65174.10093598,630.62205949,93482.72364081,1738.82587356,,66601.67824263,,,215.46808366,,,,,,,,,,,,,,,,,,,,,
T16,4083.75461227,5370.86408914,6844.66367809,2251.3291955,1236.81818397,9547.00071152,938.97016296,1.80499265,834.0302352,118.48207355,5133.03966,3607.78041,138.74128,1010.59289,10090.70091,5147.4928,1.80499,3261.67931,732.13527,598.78311,5705.95064553,10546.7759894,3503.39759801,5308.86550757,899.60843212,3496.37203873,768.30189047,146.58649756,1066.3434129,4.852007609999999,3355.45036504,6.95940723,171.68710404,766.24108691,1041.14559458,6214.46823038,3620.12698797,1498.63089455,10817.91418437,5108.33563448,810.0219779,4844.66769515,3092.59778247,4020.87343159,4.3070691199999995,11129.34895757,181.17733862,818.88868604,1438.04120457,4745.61017003
T18,12321.37349724,7113.16229245,127745.02497792,6261.60138262,21201.80185208,18703.00852252,3934.96580055,14.301998569999999,2510.16599959,280.62634168,31447.20466,14191.08424,117.72841,7083.77045,17887.64029,7953.70105,22.94249,5512.4972099999995,2030.99372,1208.83959075,6665.42881504,16812.8717725,23009.81474345,41869.73274762,1745.17721808,5774.43874099,1054.94507176,577.43482897,9236.71880162,10.3241726,5335.04964192,16.74888937,96.3274828,1424.35658582,1075.4599900599999,6093.49446076,15105.32935726,12918.21195032,16373.19427432,45801.37446408,1467.00371738,5838.72301358,5027.02617197,12851.41850098,1.52952066,15846.90702234,48.1962096,782.0688365999999,11784.04796631,38953.22142015
T19,4488.24314302,1423.61547707,7987.97898236,266.27366895,14.85687209,5775.41429959,72.55163197,,13.0936735,,7205.88432,4828.28082,,,5291.61276,1851.10285,,236.92274,16.32003,219.51099000000002,2077.20970513,5912.77640277,5133.71039656,6850.55578526,1.75303849,169.55440195,91.29683747,,,,204.47730653,,,13.13214641,77.79414949,2081.80429724,5170.05312838,47.12781975,5435.68895313,7044.61706365,10.138079450000001,2183.74826869,215.1286876,5208.73963843,,4972.53492274,,82.51967275,33.26646211,6937.05821331
T20,99.5486924,565.71405684,27065.98266544,411.23544529000003,284.00125392,11929.72701402,2969.3650703499998,137.5605076,23.99055711,,26116.30131,87.64368,,86.7043,8593.14077,320.27627,142.26892,712.42928,34.06275,2886.95704,257.37395642,9091.15163579,44.97327153,27560.9986907,27.3803428,487.59328464,2520.54839099,,,158.87118812,550.39787103,188.14778868000002,,18.32173585,3086.72313145,469.05886319,43.72725818,40.29468075,9204.22219695,28856.88882257,27.20824253,900.23149301,401.11701515,38.93580254,213.67968922,9381.36704183,,3157.71233006,75.78558671,32131.36780129
T21,3394.4564645,1592.23239528,2408.89549646,1753.63919721,4815.8823281,1673.31250997,,,57.39030559,,2579.30655,3098.76679,,2917.84885,623.62895,1391.15863,,1393.51288,123.81517,,962.09544477,1019.11965076,3558.63230213,2917.87337471,25.081239789999998,1168.88500581,,,3181.81895804,,1090.28599791,,,,1.36396312,1243.07239455,2472.56102377,2524.41271784,428.52139517,2912.3563832199998,96.83247028,652.74789316,1167.40400377,1798.44419313,,801.93475585,,,2610.32517073,2507.91647552
T27,216.00678323,,1220.44101925,20.79232377,500.18576287999997,330.2127568,12.46176323,,15.640521840000002,0.16341639,1392.15491,198.40694,2.9464300000000003,631.42431,1134.07175,249.93909,,105.0284,206.72192,126.35193,328.1474329,1249.16563034,259.76326663,1480.30159849,17.751303880000002,78.43060528,121.16835967,5.16649518,588.80840935,,89.51904485,,20.00361219,175.19953196,151.48462099,402.72121655,253.659142,606.61195665,1225.96307373,1670.56476778,253.45486648,391.48954765999997,104.26436595,210.35868848,,1331.63297292,60.087375630000004,189.54060915,614.67380719,1634.02624415
T31,9720.17770518,20539.37788461,545.97136902,622.81210898,2790.23240183,821.85282939,7477.48191005,233.95394026,,1845.06625576,1864.96594,19175.14738,1965.31762,649.39431,142.87572,22180.95446,,60.69882,,6850.00742,18770.33464366,96.82163141000001,19295.61954358,781.9709951,,218.72303972,6542.26156153,1830.79259641,964.69675079,,,,,,,,,,,,,,,,,,,,,
T4,6321.23649068,1917.79016787,46985.46791359,309.73303237,18365.68852031,2913.03366031,,,,,72793.21021,5847.59148,,20771.91243,4020.23131,2254.21297,,15.364,259.83041000000003,,1410.62098642,3139.6339533699997,3119.0064295399998,65893.69695331,442.17820699,,,,12145.79277269,,264.30188979999997,,31.43242664,407.09715111,,678.80836729,2356.41589042,13442.41163841,3369.5056762,59802.96501265,430.77332123,502.33047034,116.12627459999999,1726.8433873000001,,3258.1800937,,,10670.86910384,58417.70250891
T6,24881.55865616,2429.27393955,6464.0654846,526.77552081,16586.24170255,297.12853542,763.83246957,,,643.9042923,7951.04316,16856.61994,2259.53029,19457.99855,237.09451,2508.54311,114.46987999999999,457.94239,,226.76613,575.10581709,20.31571408,14675.23731483,9119.69348586,,,269.61772796,1047.63304692,13272.49497694,,,,1173.80514929,,306.25499682,1235.30097281,16645.35690426,12726.762340880001,,9872.29727349,,580.92654935,,15391.73648623,,,1591.85319446,,12454.14534772,9699.64757124
T8,15443.0505562,1193.89984102,47609.27656304,149.16120982,40482.44802883,344.1431811,,,,416.71459601000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T9,18606.82370066,23920.80700814,263.9295754,21040.95458057,10138.12069576,1355.23253598,,,172.14232501,,1862.08419,22823.3667,117.48062,9102.82614,943.84777,21867.52726,,20130.51785,99.41829,10.94673,20625.81627309,470.07739194,18704.83894635,865.8935585300001,185.07145686,15082.25354398,,,8253.62066966,8.50434172,15447.10899677,,,367.22440346999997,66.64713361,25540.71766998,15799.9256022,9922.77033436,855.95782487,1466.1952824300001,241.24437804000002,19035.98296303,13887.29115992,13870.50306018,8.2317405,702.00383069,,52.72320828,7562.78170943,1302.74301161
V,338664.25225945,215941.03010191,127091.25142538,53074.56392543,8521.58415621,3192.30921234,62858.68506965,,62921.91400898,106.13413194,130775.88456,315456.7656,114.19599,7746.68234,3779.99125,210360.73855,,56798.77985,65214.83895,65072.31193,195797.47286893,3986.03856363,279598.29201901,126640.01093873,62680.92092239,57380.31961481,63463.85366221,94.49144165,6651.3190218,,56943.7174206,,94.13148162,62745.84645873,63500.86679643,193101.35174201,265480.15682146,5838.48368511,3528.98478023,123214.71320176,63205.98455423,191413.79289299,56645.09372151,255139.88555377,,3529.01432315,87.18031768,62345.20246138,5051.76766792,121651.01832625
YP,103962.9018861,57809.00794153,1111.05972634,58233.15319356,4285.81487071,1750.14377464,54.9125672,,731.69424256,407.60309408999996,1619.58468,72721.5606,126.45139999999999,2245.34053,2559.37778,44341.55967,,41573.27908,313.76877,87.49518,31847.35272258,2388.80924558,27387.54225204,2297.8632220599998,138.5261158,41489.45604946,32.48112886,5.18742702,530.8433332,,27657.58929977,,4.10735257,32.37890936,47.28724495,44767.797787819996,47640.94145933,662.76117073,1971.2917263,2170.13343855,89.6620579,52205.51980157,28414.89688281,60176.51069954,,1613.3903152,5.60183692,62.33388516,941.47977979,1971.7693144
D,,25.133352209999998,0.57499449,352.08814276,,,2.80403929,,5.42437383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,3710.64529535,,196832.35887326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,,3927.50486106,,342650.15999947,,,,,,,,,,,,6398.39664,,493355.67551,,,7967.39225934,,,,,504363.31385456,,,,,395812.14733414,,,,,9592.95995288,,,,,,11000.00205639,238833.33048248,,,,,,,
R2,,,,10198.22498271,,,,962.5289186599999,,,,,,,,,488.11484,14948.09522,,,,,,,,10740.94371264,,,,649.81453295,10185.52534918,403.54341359,,,,,,,,,,,10563.24077381,,285.75975558,,,,,
T30,,,,53.364827340000005,,,,,,,102118.83695,16200.43617,282.97991,53199.30497,2968.29135,2225.986,,318.06111000000004,111.75524,522.97491,124.03792237,740.96295001,11154.818354,99770.30394288,49.02699621,,474.21768067,,32955.73804775,,,,93.04661207,147.91103266000002,,344.30984712,9917.14988223,27315.70589724,1179.93607718,97582.87486744,19.37068091,413.39013732,,6532.47265771,,1517.3383460100001,,92.98467898,21458.628999560002,101287.25297835
D11,,,,,,,1.12315882,,,,,,,,,,,1.00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6,,,,,,,357.6532102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G7,,,,,,,12.51661066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,,,,,,,356.67954953000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,,,,,,,1463.43491069,,,,,,,,,,11771.2562,53568.74886657,,45659.10782691,,,,,,105685.6078626,65753.4965878,,,18323.58138197,104065.78316393,17357.14849261,,,63256.40390131,,,,,,,,106014.37523614,,17833.34281053,,,65520.36286984,,
P5,,,,,,,21.71532244,,,,,,,,,,,,,,,,,,,3277.04201778,,,,1427.81817973,2685.0158073599996,1427.82477398,,,,,,,,,,,2486.50277726,,1427.82478681,,,,,
T1,,,,,,,23.42987063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,,,,,,,,,,,79.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,,,,,,,,,,,73.39135999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,,,,,,,,,,,1814.6652,,,467.99172000000004,748.36403,,,8.91859,,0.96916673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T12,,,,,,,,,,,,,,,,21.49826,,,,,,,,,,,,,,,,,1693.37809449,,5726.25024049,2888.0313627,17892.163674119998,1229.13724257,,962.2426599199999,,3123.67548584,,16839.88032452,,,441.52764798,5472.49450275,1056.60297923,452.12691716
V2,,,,,,,,,,,,,,,,,,1.90496533,,2.53709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7,,,,,,,,,,,,,,,,,,,,,2248.38903924,,,,24.98825664,,,,,,977.1252913,,843.59931523,54.220049,52.12905207,3268.24814038,737.77745328,757.11341369,2990.16350576,364.7555648,62.90320219,3278.41761742,890.0756736000001,740.20127388,,2842.3930657,883.72822636,62.00467897,660.7763310500001,380.28139031
C10,,,,,,,,,,,,,,,,,,,,,,,,,,10089.60842714,,,,,10188.03651737,,,,,910.76419088,73.52662238,,,,,934.31633274,10268.17740256,76.90891005,,,,,,
D8,,,,,,,,,,,,,,,,,,,,,,,,,,17353.60016421,,,,,40744.46991195,,,414.75870064000003,,2442.64475461,2638.40400542,,,3.04707946,414.67230294,2277.98015708,38883.64024311,2285.54054729,,,,,,
D17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3301.07853193,,,,,459.70873935000003,2574.96930984,,,12.86807578,,412.38016011,3206.36298223,2422.01830906,,,,,,10.48984097
D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.86280606,,0.2219967,86.79725519,,2881.90978666,1960.81991655,,0.26347609,497.90092453,89.16377743,2827.531048,62.04802594,1789.03294328,,4.03819778,0.22199685,,,402.63988626
D7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.77279573,,34.80223282,,2.4952029400000004,114.82673689,17571.94929006,0.96221359,,8.044587530000001,,121.66950680000001,75.08867326,16773.6483922,,,32.02699017,1.9265319399999998,0.65245134,8.04458988
